SETTLEMENTDATE,REGIONID,RRP
2025/06/30 11:25:00,VIC1,187.77829
2025/06/30 11:30:00,VIC1,139.13708
2025/06/30 11:35:00,VIC1,178.19287
2025/06/30 11:40:00,VIC1,181.57895
2025/06/30 11:45:00,VIC1,144.2604
2025/06/30 11:50:00,VIC1,180.8347
2025/06/30 11:55:00,VIC1,179.83698
2025/06/30 12:00:00,VIC1,153.85583
2025/06/30 12:05:00,VIC1,160.0
2025/06/30 12:10:00,VIC1,175.48247
2025/06/30 12:15:00,VIC1,160.0
2025/06/30 12:20:00,VIC1,160.0
2025/06/30 12:25:00,VIC1,160.0
2025/06/30 12:30:00,VIC1,144.25108
2025/06/30 12:35:00,VIC1,138.40368
2025/06/30 12:40:00,VIC1,160.0
2025/06/30 12:45:00,VIC1,177.86682
2025/06/30 12:50:00,VIC1,160.35
2025/06/30 12:55:00,VIC1,109.32951
2025/06/30 13:00:00,VIC1,160.0
2025/06/30 13:05:00,VIC1,153.62793
2025/06/30 13:10:00,VIC1,188.95925
2025/06/30 13:15:00,VIC1,160.0
2025/06/30 13:20:00,VIC1,144.85069
2025/06/30 13:25:00,VIC1,160.0
2025/06/30 13:30:00,VIC1,160.0
2025/06/30 13:35:00,VIC1,114.67917
2025/06/30 13:40:00,VIC1,115.89543
2025/06/30 13:45:00,VIC1,114.16268
2025/06/30 13:50:00,VIC1,98.59405
2025/06/30 13:55:00,VIC1,98.0755
2025/06/30 14:00:00,VIC1,70.934
2025/06/30 14:05:00,VIC1,51.793
2025/06/30 14:10:00,VIC1,52.2024
2025/06/30 14:15:00,VIC1,82.35674
2025/06/30 14:20:00,VIC1,77.91821
2025/06/30 14:25:00,VIC1,102.38453
2025/06/30 14:30:00,VIC1,144.84137
2025/06/30 14:35:00,VIC1,103.93902
2025/06/30 14:40:00,VIC1,105.0974
2025/06/30 14:45:00,VIC1,160.0
2025/06/30 14:50:00,VIC1,160.0
2025/06/30 14:55:00,VIC1,164.05551
2025/06/30 15:00:00,VIC1,134.41631
2025/06/30 15:05:00,VIC1,70.17982
2025/06/30 15:10:00,VIC1,99.63395
2025/06/30 15:15:00,VIC1,99.62464
2025/06/30 15:20:00,VIC1,100.61395
2025/06/30 15:25:00,VIC1,273.7349
2025/06/30 15:30:00,VIC1,275.07079
2025/06/30 15:35:00,VIC1,203.42954
2025/06/30 15:40:00,VIC1,181.26504
2025/06/30 15:45:00,VIC1,227.97
2025/06/30 15:50:00,VIC1,267.63363
2025/06/30 15:55:00,VIC1,270.23186
2025/06/30 16:00:00,VIC1,270.32678
2025/06/30 16:05:00,VIC1,262.05882
2025/06/30 16:10:00,VIC1,190.4399
2025/06/30 16:15:00,VIC1,230.83691
2025/06/30 16:20:00,VIC1,199.59533
2025/06/30 16:25:00,VIC1,239.91247
2025/06/30 16:30:00,VIC1,242.34728
2025/06/30 16:35:00,VIC1,267.69938
2025/06/30 16:40:00,VIC1,265.70173
2025/06/30 16:45:00,VIC1,281.96022
2025/06/30 16:50:00,VIC1,299.9
2025/06/30 16:55:00,VIC1,348.40823
2025/06/30 17:00:00,VIC1,353.01072
2025/06/30 17:05:00,VIC1,310.67487
2025/06/30 17:10:00,VIC1,299.12
2025/06/30 17:15:00,VIC1,306.72465
2025/06/30 17:20:00,VIC1,299.89
2025/06/30 17:25:00,VIC1,299.38446
2025/06/30 17:30:00,VIC1,334.237
2025/06/30 17:35:00,VIC1,325.32207
2025/06/30 17:40:00,VIC1,360.07
2025/06/30 17:45:00,VIC1,302.8892
2025/06/30 17:50:00,VIC1,300.27899
2025/06/30 17:55:00,VIC1,307.23148
2025/06/30 18:00:00,VIC1,360.07
2025/06/30 18:05:00,VIC1,299.29
2025/06/30 18:10:00,VIC1,272.95365
2025/06/30 18:15:00,VIC1,289.23314
2025/06/30 18:20:00,VIC1,282.5511
2025/06/30 18:25:00,VIC1,269.67513
2025/06/30 18:30:00,VIC1,262.07487
2025/06/30 18:35:00,VIC1,262.88511
2025/06/30 18:40:00,VIC1,267.74292
2025/06/30 18:45:00,VIC1,279.27549
2025/06/30 18:50:00,VIC1,272.7011
2025/06/30 18:55:00,VIC1,268.04062
2025/06/30 19:00:00,VIC1,270.82
2025/06/30 19:05:00,VIC1,267.38696
2025/06/30 19:10:00,VIC1,269.82
2025/06/30 19:15:00,VIC1,272.51081
2025/06/30 19:20:00,VIC1,279.2548
2025/06/30 19:25:00,VIC1,276.85643
2025/06/30 19:30:00,VIC1,267.078
2025/06/30 19:35:00,VIC1,274.05947
2025/06/30 19:40:00,VIC1,272.61039
2025/06/30 19:45:00,VIC1,278.37241
2025/06/30 19:50:00,VIC1,244.78209
2025/06/30 19:55:00,VIC1,253.87546
2025/06/30 20:00:00,VIC1,247.50775
2025/06/30 20:05:00,VIC1,270.82
2025/06/30 20:10:00,VIC1,270.82
2025/06/30 20:15:00,VIC1,253.45808
2025/06/30 20:20:00,VIC1,252.92431
2025/06/30 20:25:00,VIC1,245.67718
2025/06/30 20:30:00,VIC1,253.006
2025/06/30 20:35:00,VIC1,225.29494
2025/06/30 20:40:00,VIC1,230.02507
2025/06/30 20:45:00,VIC1,284.0
2025/06/30 20:50:00,VIC1,252.47964
2025/06/30 20:55:00,VIC1,248.74115
2025/06/30 21:00:00,VIC1,250.70616
2025/06/30 21:05:00,VIC1,207.65282
2025/06/30 21:10:00,VIC1,247.50329
2025/06/30 21:15:00,VIC1,196.32695
2025/06/30 21:20:00,VIC1,208.24443
2025/06/30 21:25:00,VIC1,208.84245
2025/06/30 21:30:00,VIC1,210.36679
2025/06/30 21:35:00,VIC1,197.42648
2025/06/30 21:40:00,VIC1,202.01446
2025/06/30 21:45:00,VIC1,198.47521
2025/06/30 21:50:00,VIC1,203.45756
2025/06/30 21:55:00,VIC1,171.86294
2025/06/30 22:00:00,VIC1,174.24305
2025/06/30 22:05:00,VIC1,165.64526
2025/06/30 22:10:00,VIC1,185.5769
2025/06/30 22:15:00,VIC1,167.50423
2025/06/30 22:20:00,VIC1,164.32637
2025/06/30 22:25:00,VIC1,159.44376
2025/06/30 22:30:00,VIC1,152.75481
2025/06/30 22:35:00,VIC1,160.09798
2025/06/30 22:40:00,VIC1,168.65114
2025/06/30 22:45:00,VIC1,169.72844
2025/06/30 22:50:00,VIC1,151.84186
2025/06/30 22:55:00,VIC1,160.01
2025/06/30 23:00:00,VIC1,133.21228
2025/06/30 23:05:00,VIC1,144.42521
2025/06/30 23:10:00,VIC1,147.44822
2025/06/30 23:15:00,VIC1,160.01
2025/06/30 23:20:00,VIC1,159.06966
2025/06/30 23:25:00,VIC1,157.89227
2025/06/30 23:30:00,VIC1,131.06381
2025/06/30 23:35:00,VIC1,144.71835
2025/06/30 23:40:00,VIC1,145.44737
2025/06/30 23:45:00,VIC1,148.80386
2025/06/30 23:50:00,VIC1,140.17798
2025/06/30 23:55:00,VIC1,144.8248
2025/07/01 00:00:00,VIC1,112.60501
2025/07/01 00:05:00,VIC1,176.61966
2025/07/01 00:10:00,VIC1,182.30989
2025/07/01 00:15:00,VIC1,169.4761
2025/07/01 00:20:00,VIC1,184.67607
2025/07/01 00:25:00,VIC1,185.739
2025/07/01 00:30:00,VIC1,187.3188
2025/07/01 00:35:00,VIC1,185.42933
2025/07/01 00:40:00,VIC1,187.56786
2025/07/01 00:45:00,VIC1,162.06
2025/07/01 00:50:00,VIC1,182.30989
2025/07/01 00:55:00,VIC1,164.62702
2025/07/01 01:00:00,VIC1,162.06
2025/07/01 01:05:00,VIC1,162.06
2025/07/01 01:10:00,VIC1,182.77973
2025/07/01 01:15:00,VIC1,162.06
2025/07/01 01:20:00,VIC1,179.27602
2025/07/01 01:25:00,VIC1,162.06
2025/07/01 01:30:00,VIC1,162.06
2025/07/01 01:35:00,VIC1,183.04165
2025/07/01 01:40:00,VIC1,180.45781
2025/07/01 01:45:00,VIC1,180.91697
2025/07/01 01:50:00,VIC1,181.64155
2025/07/01 01:55:00,VIC1,166.03292
2025/07/01 02:00:00,VIC1,162.94012
2025/07/01 02:05:00,VIC1,160.34664
2025/07/01 02:10:00,VIC1,161.52676
2025/07/01 02:15:00,VIC1,159.02375
2025/07/01 02:20:00,VIC1,145.61798
2025/07/01 02:25:00,VIC1,143.94711
2025/07/01 02:30:00,VIC1,145.61798
2025/07/01 02:35:00,VIC1,161.2526
2025/07/01 02:40:00,VIC1,141.40983
2025/07/01 02:45:00,VIC1,133.45745
2025/07/01 02:50:00,VIC1,141.54293
2025/07/01 02:55:00,VIC1,111.04392
2025/07/01 03:00:00,VIC1,142.73462
2025/07/01 03:05:00,VIC1,105.66632
2025/07/01 03:10:00,VIC1,108.38652
2025/07/01 03:15:00,VIC1,131.59812
2025/07/01 03:20:00,VIC1,130.14234
2025/07/01 03:25:00,VIC1,107.6014
2025/07/01 03:30:00,VIC1,121.35
2025/07/01 03:35:00,VIC1,104.88383
2025/07/01 03:40:00,VIC1,131.16319
2025/07/01 03:45:00,VIC1,121.35
2025/07/01 03:50:00,VIC1,116.34863
2025/07/01 03:55:00,VIC1,104.70883
2025/07/01 04:00:00,VIC1,107.08169
